一架飞机正在起飞。,一架飞机正在起飞。,5.0
一个男人正在吹一支大笛子。,一个人在吹笛子。,3.8
一名男子正在比萨饼上涂抹奶酪丝。,一名男子正在将奶酪丝涂抹在未熟的披萨上。,3.8
三个人在下棋。,两个人在下棋。,2.6
一个男人在拉大提琴。,坐着的一个人正在拉大提琴。,4.25
有些人在打架。,两个人在打架。,4.25
一个男人在抽烟。,一个人在滑冰。,0.5
那人正在弹琴。,那人在弹吉他。,1.6
一个男人在弹着吉他唱歌。,一个女人正弹着木吉他唱歌。,2.2
一个人正把一只猫扔到天花板上。,一个人把一只猫扔到天花板上。,5.0
该男子用棍子打了对方。,那人用棍子打了对方的屁股。,4.2
一个女人抱起并抱着一只小袋鼠。,一个女人抱起并把一只小袋鼠抱在怀里。,4.6
一个人在吹笛子。,一个人在吹竹笛。,3.867
一个人正在折一张纸。,有人在折一张纸。,4.667
一个人在路上奔跑。,一只熊猫狗在路上奔跑。,1.667
一条狗想把培根从背上弄下来。,一只狗想吃它背上的腊肉。,3.75
北极熊在雪地上滑行。,一只北极熊正在雪地上滑行。,5.0
一个女人在写。,一个女人在游泳。,0.5
一只猫咪在蹭宝宝的脸。,一只猫咪正在和一个婴儿摩擦。,3.8
那人骑着一匹马。,一个人骑在马上。,5.0
一个人往锅里倒油。,一个人在锅里倒酒。,3.2
一个男人在弹吉他。,一个女孩在弹吉他。,2.8
一只熊猫正在从滑梯上滑下来。,熊猫从滑梯上滑下来。,4.6
一个女人正在吃东西。,一个女人在吃肉。,3.0
一个女人在削土豆。,一个女人正在削土豆。,5.0
男孩从自行车上摔下来。,一个男孩从自行车上摔下来。,4.8
那女子正在吹笛子。,一个女人在吹笛子。,5.0
一只兔子正在从老鹰那里逃跑。,兔子从老鹰身边跑过。,4.2
妇人正在煎炸一块面包猪排。,一名女子正在烹制面包猪排。,4.2
一个女孩在放风筝。,一个跑步的女孩正在放风筝。,4.0
一个人骑着一头机械牛。,一个人骑着一头机械牛。,4.0
那人在弹吉他。,一个男人在弹吉他。,4.909
一个女人正在和其他女人一起跳舞、唱歌。,一个女人在雨中载歌载舞。,3.0
一个男人正在切包子。,一个男人正在切洋葱。,2.4
一个人正在往锅里倒油。,一个人正在往煎锅里倒油。,4.2
一头狮子正在和人们玩耍。,一头狮子正在和两个人玩耍。,3.4
一只狗骑着滑板。,一只狗在骑滑板。,5.0
有人在雕刻一尊雕像。,一个男人正在雕刻一尊雕像。,3.75
一个女人正在切洋葱。,一个男人正在切洋葱。,2.75
一个女人剥虾。,一个女人正在剥虾。,5.0
一个女人正在煎鱼。,一个女人正在煮鱼。,4.0
一个女人在弹电吉他。,一个女人在弹吉他。,3.6
一只小老虎在玩球。,一个婴儿在玩一个娃娃。,1.6
一个人在切西红柿片。,一个人在切一些肉。,1.75
一个人切洋葱。,一个人在切洋葱。,5.0
一个男人在弹钢琴。,一个女人在拉小提琴。,1.0
一个女人在吹笛子。,一个男人在弹吉他。,1.0
一个男人正在切土豆。,一个男人正在切胡萝卜。,2.375
一个孩子在弹吉他。,一个男孩在弹吉他。,3.8
一个男孩在弹吉他。,一个男人在弹吉他。,3.2
一个男人在弹吉他。,一个男孩在弹吉他。,3.2
一个小男孩正在敲打键盘。,一个男孩在打键盘。,4.4
一个男人在弹吉他。,一个男人在弹电吉他。,3.75
狗舔婴儿。,一只狗在舔一个婴儿。,4.75
一个女人正在切洋葱。,一个男人正在切洋葱。,3.2
一个男人在弹吉他。,一个男人在打鼓。,1.556
一个女人正在切辣椒。,一个女人正在切一个红辣椒。,3.938
一个男人在打鼓。,一个人打鼓。,5.0
一个女人骑着一匹马。,一个女人在骑马。,5.0
一个人在树旁吃香蕉。,一个男人正在吃香蕉。,4.0
一只猫在打钥匙板。,一个人在打两个键盘。,1.6
一个人用斧头砍倒一棵树。,一个人用斧头砍树。,4.75
一个孩子在玩玩具手机。,一个小男孩在玩玩具手机。,3.5
一个人骑着摩托车。,一个人在骑马。,1.4
一个人骑着摩托车。,一个人在骑马。,1.4
一只松鼠在转圈圈。,一只松鼠绕着圈子跑。,4.0
一个男人和一个女人在接吻。,一个男人和一个女人接吻。,5.0
一个男人上了一辆车。,一名男子在车库里上了一辆车。,3.833
一个男人在跳舞。,一个男人在说话。,0.6
一个男人在弹吉他唱歌。,一个男人在弹吉他。,2.917
一个人在切蘑菇。,一个人正在用刀切蘑菇。,4.2
一只小老虎正在发出声音。,一只老虎在走来走去。,2.0
一个人在切洋葱。,一个人在剥洋葱。,2.6
一个男人在弹钢琴。,一个男人在吹小号。,1.6
一个女人正在削土豆。,一个女人正在削苹果。,2.0
蟠达在吃竹子。,一只熊猫熊正在吃一些竹子。,4.2
一个人在剥洋葱。,一个人在剥茄子。,2.0
一只猴子推另一只猴子。,猴子推了另一只猴子。,4.8
一只松鼠绕着圈子跑。,一只松鼠在转圈移动。,4.4
一个男人正在系鞋带。,一个男人在系鞋带。,5.0
一个男孩正在唱歌和弹琴。,一个男孩正在弹钢琴。,3.0
一只狗在吃西瓜。,一只狗正在吃一块西瓜。,4.25
一个女人正在切西兰花。,一名女子正在用刀切西兰花。,4.25
一个男人正在削土豆。,一个人削了一个土豆。,3.8
一个女人在弹吉他。,一个男人在弹吉他。,2.4
一个女人正在切西红柿片。,一个男人正在切洋葱。,1.6
一个人在水下游泳。,一个女人在水下游泳。,2.0
一男一女在说话。,一男一女正在吃饭。,1.6
一只小狗正在追逐一个瑜伽球。,一只狗在追球。,4.0
男人们在打板球。,男人们在打篮球。,2.2
一名男子骑着摩托车离开。,一名男子骑在摩托车上。,4.4
一个男人在弹吉他。,一个男人在唱歌，弹吉他。,3.6
该男子在电话里说。,那人正在讲电话。,3.6
一个人在钓鱼。,一个人在锻炼。,0.5
一个人正在悬浮。,一个男人在说话。,0.8
两个男孩在开车。,两个海湾在跳舞。,0.6
一个人骑在马上。,一个女孩在骑马。,2.6
一个人在骑自行车。,一只猴子在骑自行车。,2.0
一个男人正在切土豆片。,一个女人正在削土豆。,2.2
一个女人正在削土豆。,一个男人正在切土豆。,2.4
一个男人在弹吉他。,索米恩在弹吉他。,3.6
一个女人正在切韭菜。,一个女人正在切姜片。,2.2
那人剪了一个纸盘。,一个人在切纸盘。,4.8
那人在弹吉他。,一个男人在吹笛子。,1.643
